# SAT_NAME
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG     PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------   
1 39032U 12074A   12356.58336686  .00011089  00000-0  18744-3 0  9999 | 2 39032 051.6486 270.6092 0017375 070.4650 350.6635 15.51988176   302 | 2012/12/21-14:00:02  328.8146   92.7842     6789.0588     6671.0989     6907.0187   0.549146 -51.645681   0.016436  -0.005635
1 39033U 12074B   12357.32097008  .14168991  12563-4  30065-3 0  9996 | 2 39033 051.6365 265.9382 0007918 094.5779 266.6125 16.46269684   467 | 2012/12/22-07:42:11  299.6878   87.4705     6527.3142     6475.6310     6578.9975  -3.657538 -51.506801   0.007918   0.000071
1 39034U 12075A   25292.20639028  .00000097  00000-0  00000-0 0  9990 | 2 39034   0.0825   7.5405 0004272 209.9529 297.5010  1.00270753 46748 | 2025/10/19-04:57:12  307.2328 1436.1117    42165.0213    41984.8923    42345.1502   0.081787   0.010826  -0.003390  -0.002600
1 39035U 12075B   25292.24452377 -.00000028  00000-0  00000-0 0  9990 | 2 39035   0.0228 133.7813 0001419  68.6502 158.7959  1.00271282  4632 | 2025/10/19-05:52:06  114.7654 1436.1041    42164.8730    42105.0410    42224.7049  -0.015775   0.016461  -0.001312  -0.000541
1 39036U 12075C   25292.17901461  .00002603  00000-0  10871-2 0  9995 | 2 39036   2.9446 349.9902 7123390 287.3328  10.8943  2.46669707110770 | 2025/10/19-04:17:46  164.1277  583.7766    23137.9367  -141682.6105   187958.4839   2.899777  -0.511820   0.907967  -7.065287
1 39037U 12075D   22225.21763889  .25187570 -32793-4  11429-2 0  9997 | 2 39037   1.7823 125.8080 0343121  36.0170 237.9029 15.70107150121272 | 2022/08/13-05:13:24    0.2519   91.7135     6736.7275     4425.2148     9048.2402  -1.042772   1.445413  -0.326002   0.107026
1 39038U 12064F   14315.27867341  .28541049  26857-5  33093-2 0  9994 | 2 39038 097.1322 278.1210 0004402 136.2022 234.9321 16.36867169107966 | 2014/11/11-06:41:17  221.4037   87.9729     6552.2866     6523.4434     6581.1297  13.721291 -96.158153   0.002567   0.003576
1 39039U 12064G   14009.50692089  .22288290  26794-5  58490-2 0  9994 | 2 39039 097.4742 026.7354 0008407 181.1263 182.9591 16.28477625 62682 | 2014/01/09-12:09:57  260.6242   88.4261     6574.7712     6519.4971     6630.0453  87.053585  43.850804  -0.007432  -0.003929
1 39040U 12064H   14004.02504521  .25635155  23696-5  25683-2 0  9996 | 2 39040 097.1032 359.8138 0014495 177.6834 184.2495 16.37800141 61186 | 2014/01/04-00:36:03  110.8198   87.9228     6549.7980     6454.8587     6644.7373  97.102687  -0.315566  -0.014481   0.000633
1 39041U 88006G   14164.69343369  .22159817  00000-0  10580+0 0  9996 | 2 39041 099.0822 065.5379 0035653 198.7828 161.2053 15.75588729 78324 | 2014/06/13-16:38:32   86.0227   91.3944     6721.0934     6481.4663     6960.7205  41.029070  90.188124  -0.003528  -0.035478
1 39042U 88006H   12363.49947811  .04735322  00000-0  72860+0 0  9996 | 2 39042 098.9208 217.1852 0394518 008.8868 352.0968 14.28416515   561 | 2012/12/28-11:59:14   59.0003  100.8109     7175.1657     4344.4337    10005.8977 -78.808823 -59.787073  -0.273698  -0.284137
1 39043U 88006J   17076.76927689 +.05991910 +60033-1 +24621-1 0  9999 | 2 39043 098.7529 070.4020 0023697 184.8190 175.2855 15.91218502227864 | 2017/03/17-18:27:45   21.9531   90.4967     6677.0090     6518.7839     6835.2341  33.123568  93.032062  -0.006045  -0.022913
1 39044U 88006K   13198.16718895 -.00000183  00000-0  00000+0 0  9991 | 2 39044 099.3156 076.0659 0020791 207.3573 152.6575 15.65624418 34194 | 2013/07/17-04:00:45  279.2520   91.9761     6749.5805     6609.2500     6889.9111  23.915765  96.393073   0.004826  -0.020223
1 39045U 88006L   13088.56402487  .13165154  00000-0  59372+0 0  9990 | 2 39045 098.7769 309.3879 0082332 026.3236 334.2138 15.11285748 14403 | 2013/03/29-13:32:11   80.2382   95.2831     6910.4148     6341.4665     7479.3631  62.680592 -76.341466   0.075044  -0.033866
1 39046U 88006M   25292.29310491  .00005969  00000-0  24599-2 0  9993 | 2 39046  98.6250 111.3018 0070524 294.5342 241.0326 14.25862697661861 | 2025/10/19-07:02:04  206.6613  100.9915     7183.7306     6677.1052     7690.3560 -35.828539  91.886922   0.049135   0.050590
1 39047U 94074X   13005.27669773  .01150963  00000-0  90896-2 0  9992 | 2 39047 098.0932 022.3106 0008702 102.7678 258.4517 15.68890454 88950 | 2013/01/05-06:38:26  181.1037   91.7846     6740.2100     6681.5567     6798.8633  90.749894  37.238859  -0.005001   0.007121
1 39048U 94074Y   13355.56084620  .07452758  00000-0  26060-1 0  9999 | 2 39048 098.1186 013.7682 0010976 160.3135 188.5601 15.84513459807973 | 2013/12/21-13:27:37  289.5421   90.8796     6695.8321     6622.3386     6769.3255  95.299311  23.351680  -0.010917   0.001132
1 39049U 94074Z   15043.64455724  .04395231  27172-1  20059-1 0  9993 | 2 39049 098.1708 093.8325 0007078 319.0002 030.6209 15.88706998 93358 | 2015/02/12-15:28:09  290.9494   90.6397     6684.0440     6636.7344     6731.3537  -6.561724  97.951262   0.004276   0.005640
1 39050U 94074AA  14076.02459080  .09992857  26106+0  25849-1 0  9999 | 2 39050 098.1055 097.5555 0013845 205.6779 134.0558 16.01956805 70756 | 2014/03/17-00:35:24  106.0799   89.8901     6647.1372     6555.1075     6739.1668 -12.899549  97.253744   0.007588  -0.011581
1 39051U 94074AB  14085.50281095  .07719715  00000-0  60209-1 0  9995 | 2 39051 098.1105 105.2147 0019975 191.6846 168.3950 15.67071301 70055 | 2014/03/26-12:04:02  259.5762   91.8912     6745.4253     6610.6854     6880.1652 -25.747802  94.671648   0.009037  -0.017814
1 39052U 99057SZ  25290.77803818  .00002262  00000-0  20680-3 0  9990 | 2 39052  98.7571 293.9123 0059168 100.1524 260.6375 14.94923539702578 | 2025/10/17-18:40:22   11.9104   96.3260     6960.7471     6548.8936     7372.6006  40.029990 -90.280478   0.049015   0.033142
1 39053U 83044GE  13080.29866369  .01452792  00000-0  22133-1 0  9992 | 2 39053 064.9752 348.0924 0039259 270.7822 088.8823 15.50392451460979 | 2013/03/21-07:10:04  298.7299   92.8797     6793.7164     6527.0019     7060.4309  63.577039 -13.406591  -0.007575  -0.038521
1 39054U 92047AV  22246.98931540  .02580292  00000-0  22115+0 0  9996 | 2 39054  64.4955  93.3912 2074564 142.4288 234.1567 11.10331912331793 | 2022/09/03-23:44:36  229.2659  129.6909     8487.2428    -9120.0856    26094.5712  -3.815106  64.382564  -1.165479  -1.716239
1 39055U 90081DP  25291.76235480  .00002502  00000-0  11129-2 0  9999 | 2 39055  98.7288 279.9276 0008674  13.1104 165.1440 14.23792669688049 | 2025/10/18-18:17:47  203.7548  101.1383     7190.6918     7128.3197     7253.0638  17.021202 -97.250474   0.003394  -0.007982
1 39056U 81053MU  25208.09842518  .00000839  00000-0  96227-3 0  9993 | 2 39056  82.9480 140.5698 0120821 261.8415  96.9017 13.65614297 35262 | 2025/07/27-02:21:43  201.1460  105.4471     7393.4954     6500.2059     8286.7849 -64.068944  52.683404   0.089205   0.081487
1 39057U 13001A   25292.29314135  .00000019  00000-0  64251-4 0  9999 | 2 39057  82.5046  10.2430 0027952 187.7330 172.3322 12.42985990578789 | 2025/10/19-07:02:07  123.2349  115.8501     7872.1076     7652.0664     8092.1487  81.189677  14.671242  -0.026588  -0.008627
1 39058U 13001B   25292.32752535  .00000028  00000-0  12544-3 0  9991 | 2 39058  82.5055   5.0374 0017210 175.1747 184.9503 12.44016867571646 | 2025/10/19-07:51:38  140.7928  115.7541     7867.7580     7732.3539     8003.1622  82.186830   7.244477  -0.017210  -0.000064
1 39059U 13001C   25292.30800552  .00000037  00000-0  19681-3 0  9992 | 2 39059  82.5077  11.6832 0026527 196.4198 163.6026 12.42928279578637 | 2025/10/19-07:23:31  127.2032  115.8554     7872.3512     7663.5214     8081.1811  80.798324  16.707823  -0.023400  -0.012496
1 39060U 13001D   25292.26853005  .00000006  00000-0 -31100-4 0  9998 | 2 39060  82.4975   9.6548 0012916 230.3057 129.6885 12.42575212578657 | 2025/10/19-06:26:40  115.0098  115.8884     7873.8424     7772.1438     7975.5409  81.329012  13.835797  -0.006466  -0.011181
1 39062U 13002B   19051.09200797  .17883199  26807-5  27012-3 0  9995 | 2 39062  97.1725 179.4823 0005582 143.2824 217.8108 16.48581280342482 | 2019/02/20-02:12:29    2.2812   87.3478     6521.2112     6484.8098     6557.6126 -97.168533   0.877997   0.004444  -0.003378
1 39068U 13003A   19316.83475344  .11474664 -72442-6  13058-3 0  9990 | 2 39068  80.1354 354.2078 0013524 288.4311  71.5514 16.49540072368637 | 2019/11/12-20:02:02  357.9834   87.2971     6518.6840     6430.5253     6606.8427  79.726265  -8.087333   0.002959  -0.013196
1 39069U 13003B   23258.92002979  .15549188 -71251-6  13595-3 0  9992 | 2 39069  80.1586 232.1533 0016780 280.3701 110.3181 16.51008494568359 | 2023/09/15-22:04:50   62.9790   87.2194     6514.8182     6405.4996     6624.1369 -49.181380 -63.297654  -0.014887   0.007742
1 39070U 13004A   25292.23273706  .00000078  00000-0  00000-0 0  9992 | 2 39070   3.1850  26.3799 0001874  54.0055 216.9493  1.00272354 44278 | 2025/10/19-05:35:08  174.4033 1436.0888    42164.5725    42085.5560    42243.5889   2.853339   1.415162   0.000313   0.001848
1 39071U 13004B   25290.80299042 -.00000109  00000-0  00000+0 0  9990 | 2 39071  25.5980 290.7473 5937820  31.4367 353.4224  2.09791402 97431 | 2025/10/17-19:16:18    0.0136  686.3961    25775.6752  -127275.6447   178826.9952   9.068014 -23.938018   4.690782  -3.640642
1 39072U 13005A   25292.20525479 -.00000108  00000-0 -21335-4 0  9993 | 2 39072  52.0040 256.9071 0000417  85.5198 274.5716 12.62266566586476 | 2025/10/19-04:55:34  204.8188  114.0805     7791.7401     7788.4909     7794.9892 -11.780498 -50.652106   0.000398  -0.000126
1 39073U 13005B   25292.17925081 -.00000106  00000-0 -10005-4 0  9993 | 2 39073  52.0097 250.2419 0000517 103.7400 256.3525 12.62265368586422 | 2025/10/19-04:18:07  202.0958  114.0806     7791.7450     7787.7167     7795.7733 -17.581867 -48.947797   0.000514  -0.000054
1 39074U 13005C   25292.02056812 -.00000069  00000-0  19627-3 0  9990 | 2 39074  51.9941 165.0812 0000839  94.0021 266.0942 12.62264481588010 | 2025/10/19-00:29:37  229.9706  114.0807     7791.7486     7785.2114     7798.2859 -50.241465  13.385874  -0.000159  -0.000824
1 39075U 13005D   25292.03376338 -.00000095  00000-0  50397-4 0  9999 | 2 39075  52.0065 213.6514 0000738  86.0458 274.0493 12.62267740586932 | 2025/10/19-00:48:37  186.1649  114.0804     7791.7352     7785.9849     7797.4855 -43.291483 -28.818806   0.000366  -0.000641
1 39076U 13005E   25292.32457468 -.00000084  00000-0  11214-3 0  9998 | 2 39076  51.9872 297.1118 0001264  90.0143 270.0868 12.62261335585592 | 2025/10/19-07:47:23  207.6772  114.0810     7791.7616     7781.9128     7801.6104  23.692035 -46.274793   0.001125   0.000576
1 39077U 13005F   25292.27139891 -.00000084  00000-0  10863-3 0  9999 | 2 39077  52.0082 294.5343 0000749 108.7055 251.3893 12.62260981585445 | 2025/10/19-06:30:48  191.0653  114.0810     7791.7630     7785.9270     7797.5991  21.595777 -47.312528   0.000546   0.000513
1 39078U 13006A   25292.25518382 -.00000285  00000-0  00000-0 0  9997 | 2 39078   0.0202 215.1072 0005419 357.0245 206.7324  1.00273582 42497 | 2025/10/19-06:07:27   60.9769 1436.0712    42164.2282    41935.7403    42392.7162  -0.016525  -0.011617  -0.004589  -0.002882
1 39079U 13006B   25292.13367661  .00000130  00000-0  00000-0 0  9995 | 2 39079   0.0370  73.8379 0001791 155.1910 252.9569  1.00269418 46398 | 2025/10/19-03:12:29  313.9928 1436.1308    42165.3955    42089.8773    42240.9138   0.010299   0.035538  -0.001174  -0.001352
1 39080U 13006C   25291.98600158  .00006119  00000-0  18335-2 0  9995 | 2 39080   6.1350  92.5672 7156102 148.1781 289.0909  2.43684370108968 | 2025/10/18-23:39:50  212.8338  590.9283    23326.5257  -143600.4714   190253.5227  -0.274793   6.128843  -3.497136  -6.243384
1 39081U 13006D   25290.43432992  .01726723 -16521-5  70239-2 0  9997 | 2 39081   6.2088 345.3558 3768020   0.8121 359.6636  8.05816989157193 | 2025/10/17-10:25:26  196.7073  178.7006    10509.3913   -29090.2053    50108.9878   6.007104  -1.569683   3.658749  -0.900849
1 39082U 13007A   13042.73768388  .00009278  00000-0  15603-3 0  9997 | 2 39082 051.6491 011.4644 0012213 262.9880 155.8047 15.52441450    16 | 2013/02/11-17:42:15  337.2550   92.7571     6787.7372     6704.8386     6870.6359  50.618617  10.265725   0.000948  -0.012176
1 39083U 13007B   13044.80774106  .21577666  12690-4  19891-3 0  9992 | 2 39083 051.6213 359.9398 0006574 099.0126 261.8316 16.51047651   359 | 2013/02/13-19:23:08   73.9891   87.2173     6514.7152     6471.8875     6557.5430  51.621272  -0.054238  -0.001023   0.006494
1 39084U 13008A   25292.27009929  .00000817  00000-0  19144-3 0  9992 | 2 39084  98.2136   1.1293 0001238  91.8633 268.2707 14.57121319662814 | 2025/10/19-06:28:56  123.9619   98.8250     7080.6213     7071.8555     7089.3871  98.194523   1.935665  -0.000065   0.001236
1 39085U 13008B   13042.86138727 -.00000052  00000-0  00000+0 0  9996 | 2 39085 098.2721 114.8005 0069873 062.3332 296.8382 14.62779839    01 | 2013/02/11-20:40:23  338.1954   98.4427     7062.3494     6568.8818     7555.8169 -41.221215  89.208839  -0.069786   0.003494
1 39086U 13009A   25292.25533432  .00000255  00000-0  10978-3 0  9996 | 2 39086  98.5534 116.8914 0000838 296.4227  63.6871 14.32728983661105 | 2025/10/19-06:07:40    2.8941  100.5075     7160.7604     7154.7597     7166.7611 -44.575786  87.896370   0.000501   0.000672
1 39087U 13009B   25292.30277451  .00001535  00000-0  50590-3 0  9995 | 2 39087  98.3664 116.6831 0010879 211.6615 148.3920 14.39468086662514 | 2025/10/19-07:15:59   20.2839  100.0370     7138.3934     7060.7349     7216.0520 -44.171970  87.890760   0.009260  -0.005709
1 39088U 13009C   25292.21927132  .00000345  00000-0  13585-3 0  9995 | 2 39088  98.4173 112.5146 0010175 244.2054 115.8082 14.35128459662019 | 2025/10/19-05:15:45  354.3489  100.3394     7152.7765     7079.9970     7225.5560 -37.685838  90.916129   0.010158  -0.000582
1 39089U 13009D   25292.22373457  .00000450  00000-0  17072-3 0  9994 | 2 39089  98.4096 113.0991 0009991 242.2893 117.7280 14.35686619662165 | 2025/10/19-05:22:10  355.3718  100.3004     7150.9225     7079.4777     7222.3674 -38.608317  90.519872   0.009959  -0.000803
1 39090U 13009E   25292.21802361  .00000717  00000-0  25669-3 0  9993 | 2 39090  98.3845 113.5052 0007826 226.5485 133.5051 14.36934385662459 | 2025/10/19-05:13:57  352.8679  100.2133     7146.7822     7090.8515     7202.7130 -39.238916  90.220936   0.007357  -0.002670
1 39091U 13009F   25292.27148954  .00000469  00000-0  17459-3 0  9993 | 2 39091  98.3908 112.7935 0009231 236.2451 123.7857 14.36388467662464 | 2025/10/19-06:30:56   12.9028  100.2514     7148.5929     7082.6043     7214.5816 -38.117678  90.707178   0.009063  -0.001755
1 39092U 13009G   25292.26219143  .00000482  00000-0  17967-3 0  9991 | 2 39092  98.3949 112.8352 0008194 231.7778 128.2671 14.36259975662402 | 2025/10/19-06:17:33    9.4905  100.2604     7149.0193     7090.4402     7207.5984 -38.185276  90.683190   0.007900  -0.002174
1 39093U 13009H   25292.14128033  .00000533  00000-0  15151-3 0  9996 | 2 39093  98.0714 140.6439 0045067  59.8372 300.7276 14.48510552667793 | 2025/10/19-03:23:26  297.5147   99.4125     7108.6544     6788.2886     7429.0201 -75.830736  62.190827  -0.042218  -0.015769
1 39094U 13009J   25292.26154170  .00003165  00000-0  94642-3 0  9997 | 2 39094  98.3283 121.5431 0009255 166.7143 193.4293 14.43559340663347 | 2025/10/19-06:16:37    0.4494   99.7534     7124.8996     7058.9586     7190.8405 -51.439448  83.799987   0.002899  -0.008789
1 39095U 73086HH  25290.73503131  .00000049  00000-0  79608-3 0  9997 | 2 39095 102.4980 301.5254 0058580 315.6920  43.9456 12.30969246547610 | 2025/10/17-17:38:26  349.9247  116.9810     7923.2563     7459.1120     8387.4007  53.593796 -87.370161  -0.012961  -0.057128
1 39096U 73086HJ  25279.54308776  .00000387  00000-0  32466-2 0  9997 | 2 39096 101.3731 203.3186 0077500 120.3122 240.5637 12.38080817526051 | 2025/10/06-13:02:02    6.7622  116.3090     7892.8863     7281.1876     8504.5850 -93.092735 -40.127897   0.062404  -0.045956
1 39097U 73086HK  25292.00590285 -.00000016  00000-0  24713-3 0  9999 | 2 39097 102.4112 312.7339 0031129 336.3390  54.2493 12.33948019575264 | 2025/10/19-00:08:30   46.5319  116.6986     7910.4999     7664.2540     8156.7459  69.495664 -75.222380   0.010172  -0.029420
1 39098U 77065GK  25292.26624358  .00005986  00000-0  98948-3 0  9999 | 2 39098  29.0344 270.7469 0530445 209.1768 147.8162 14.04379923591424 | 2025/10/19-06:23:23  216.0935  102.5364     7256.8047     3407.4689    11106.1404   0.378478 -29.031933  -0.264611   0.459732
1 39099U 77065GJ  24040.49264074  .02149705  00000-0  17288-1 0  9996 | 2 39099  28.3489 108.7988 0056672  95.1129 265.5945 15.64725059 88040 | 2024/02/09-11:49:24  206.9232   92.0289     6752.1666     6369.5078     7134.8254  -9.135316  26.836657  -0.051808  -0.022971
1 39100U 77065GM  25291.77041595  .00021092  00000-0  17233-2 0  9997 | 2 39100  29.2752 112.4688 0351049 196.8697 161.9957 14.60624869696724 | 2025/10/18-18:29:23  193.5125   98.5879     7069.2941     4587.6255     9550.9627 -11.188404  27.052855   0.222530  -0.271506
1 39101U 77065GN  25043.74743803  .02288082  40885-2  34298-2 0  9994 | 2 39101  29.2848 203.6627 0032186  51.5843 308.7671 16.03420929554485 | 2025/02/12-17:56:18  208.0974   89.8080     6643.0901     6429.2756     6856.9046 -26.822653 -11.753501  -0.008196  -0.031125
1 39102U 77065GP  25289.33274917  .00000293  00000-0  65694-4 0  9990 | 2 39102  28.9884 157.7185 0926722 214.8322 138.8027 13.03272735523978 | 2025/10/16-07:59:09  353.5306  110.4911     7627.4312      558.9229    14695.9396 -26.823900  10.991166   0.904577   0.201380
1 39103U 86019VR  25292.23594303  .00002540  00000-0  76136-3 0  9996 | 2 39103  98.1793 280.0419 0024286  82.6763 294.9661 14.43428888647906 | 2025/10/19-05:39:45  175.2110   99.7624     7125.3288     6952.2831     7298.3746  17.119359 -96.675242   0.024259   0.001152
1 39104U 86019VS  24300.37118737  .00011584  00000-0  25692-2 0  9992 | 2 39104  98.0708 342.1553 0038109 306.1927  53.5750 14.56793839599994 | 2024/10/26-08:54:30  186.9318   98.8472     7081.6824     6811.8065     7351.5582  93.352674 -30.052622   0.011996  -0.036172
1 39105U 86019VT  25292.25414324  .00001245  00000-0  66047-3 0  9995 | 2 39105  98.5626 310.3943 0113862 251.6352 107.2410 14.12082028159002 | 2025/10/19-06:05:57  170.1948  101.9771     7230.3928     6407.1258     8053.6598  63.872915 -75.065550  -0.105549  -0.042708
1 39106U 86019VU  25291.29408954  .00000401  00000-0  20418-3 0  9996 | 2 39106  98.4039 313.5507 0064655  32.1497 328.3598 14.19767411637421 | 2025/10/18-07:03:29  178.8395  101.4251     7204.2765     6738.4840     7670.0690  67.799911 -71.319700   0.062652  -0.015969
1 39107U 86019VV  25291.89833378  .00001547  00000-0  80209-3 0  9991 | 2 39107  98.6730 319.1289 0149438 332.8252  26.5154 14.10688993630700 | 2025/10/18-21:33:36   32.5537  102.0778     7235.1519     6153.9453     8316.3586  74.614907 -64.567613   0.055869  -0.138601
1 39108U 86019VW  14247.92668326  .02807434  00000-0  19504-1 0  9993 | 2 39108 099.0502 140.4027 0018677 152.6814 205.4581 15.70716622458977 | 2014/09/04-22:14:25  179.0150   91.6779     6734.9847     6609.1954     6860.7740 -76.322466  63.133377   0.007323  -0.017182
1 39109U 93036BTY 25250.15171387  .00005556  00000-0  91296-3 0  9991 | 2 39109  74.0418  52.3178 0060595 182.2480 299.5497 14.69631726637549 | 2025/09/07-03:38:28  226.9771   97.9837     7040.3810     6613.7691     7466.9929  45.260361  58.597678  -0.035131  -0.049372
