# SPACE DATA - CATALOG TLEs (nice format)
# Generated : 2026/03/21-13:43:36
#
#                  LINE 1                                             |                 LINE 2                                                |      DERIVED PARAMETERS
# --------------------------------------------------------------------+-----------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------
# NORAD  COSPAR     TLE_EPOCH      MEANMOT1 MEANMOT2   BSTAR  #  REV  |   NORAD    INC     RAAN     ECC    ARGPER  MEANANOM   MEANMOT     REV |  CAL_DATE              LONG      ARG_LAT     TANOM    PERIOD        SMA         PERIGEE        APOGEE      INC_X      INC_Y      ECC_X      ECC_Y
# ------ ------   -------------- ----------  -------  ------- -- ----     -----  ------- -------- ------- -------- -------- -----------  ----   ------------------- ---------  --------- ---------  --------  ------------  ------------   ----------- ---------- ----------  ---------  ---------
1 52324U 22043E   22293.23959888  .04670331  45941-1  67140-2 0  9995 | 2 52324  97.4284  12.7013 0012028 314.2590  45.7705 16.09742640 26828 | 2022/10/20-05:45:01  282.9276    0.1284   45.8694   89.4553     6625.6864     6617.7170     6633.6558  95.044284  21.421420   0.001008  -0.000656
1 52325U 22043F   23038.93591904  .00201093  00000-0  52377-2 0  9995 | 2 52325  97.1891 105.4725 0058687 300.3982 234.7459 15.36353014 43133 | 2023/02/07-22:27:43   14.5250  174.5973  234.1991   93.7285     6835.0416     6794.9288     6875.1544 -25.927703  93.666832   0.004086   0.004212
1 52326U 22043G   23359.35535491  .18917222  23861-5  30278-2 0  9995 | 2 52326  97.1937  46.5514 0013030 268.4790  91.5014 16.33497457 91137 | 2023/12/25-08:31:42  355.8396    0.1297   91.6507   88.1544     6561.2945     6552.7452     6569.8439  66.840454  70.561810   0.000922  -0.000921
1 52327U 22043H   23105.61304156  .22285518  26013-5  26365-2 0  9991 | 2 52327  97.6307 193.4819 0009920 295.0345  64.9921 16.36514042 53412 | 2023/04/15-14:42:46   50.7975    0.1297   65.0952   87.9919     6553.2291     6546.7283     6559.7299 -94.940351 -22.761443  -0.000618   0.000776
1 52328U 22043J   23357.38555766  .21064966  26757-5  27787-2 0  9995 | 2 52328  97.6409  78.1151 0015264 293.4170  66.5521 16.35236652 90782 | 2023/12/23-09:15:12  333.2505    0.1297   66.7127   88.0606     6556.6414     6546.6334     6566.6495  20.108782  95.547801   0.001496   0.000305
1 52329U 98067TM  22188.24877903  .01921889  26254-2  29568-2 0  9993 | 2 52329  51.6234 228.1122 0014852   5.7841  81.7331 16.04031745 10912 | 2022/07/07-05:58:14  239.8583   87.6857   81.9016   89.7738     6641.4035     6631.5397     6651.2673 -34.467605 -38.431233  -0.000875  -0.001200
1 52330U 22044A   22137.92885820  .36184717  20708-5  19147-3 0  9996 | 2 52330  96.4215 227.9004 0014098 228.6893 132.3826 16.55086891  2899 | 2022/05/17-22:17:33  161.4315    1.1911  132.5018   87.0045     6504.1115     6494.9420     6513.2810 -64.643041 -71.542875  -0.000162   0.001400
1 52331U 22045A   26080.50449629  .00002330  00000-0  16437-3 0  9994 | 2 52331  53.2163 156.0841 0001221  68.9659 291.1464 15.08855138217427 | 2026/03/21-12:06:28   24.4489    0.0992  291.1333   95.4366     6917.8341     6916.9895     6918.6788 -48.647228  21.573637  -0.000086  -0.000086
1 52332U 22045B   26080.58274492  .00002633  00000-0  18346-3 0  9994 | 2 52332  53.2171 155.7426 0001383  90.4155 269.6996 15.08838079217438 | 2026/03/21-13:59:09   53.1127    0.0993  269.6838   95.4377     6917.8863     6916.9295     6918.8430 -48.518508  21.863533  -0.000056  -0.000126
1 52333U 22045C   26080.51186679 -.00000351  00000-0 -39909-5 0  9994 | 2 52333  53.2167 156.0525 0001127  87.7410 272.3711 15.08831673217414 | 2026/03/21-12:17:05   27.1494    0.0992  272.3582   95.4381     6917.9058     6917.1262     6918.6855 -48.635688  21.600626  -0.000050  -0.000101
1 52334U 22045D   26080.50080760  .00001140  00000-0  89703-4 0  9999 | 2 52334  53.2168 156.1006 0001121  88.6991 271.4130 15.08848455217410 | 2026/03/21-12:01:09   23.0962    0.0993  271.4002   95.4370     6917.8545     6917.0791     6918.6300 -48.653896  21.559829  -0.000048  -0.000101
1 52335U 22045E   26080.49712857  .00001277  00000-0  98300-4 0  9991 | 2 52335  53.2169 156.1167 0001308  91.4596 268.6546 15.08846847217423 | 2026/03/21-11:55:51   22.7314    0.0992  268.6396   95.4371     6917.8595     6916.9546     6918.7643 -48.660043  21.546197  -0.000050  -0.000121
1 52336U 22045F   26080.47136618  .00003419  00000-0  23280-3 0  9999 | 2 52336  53.2168 156.0274 0000876  88.3948 271.7144 15.08839494217425 | 2026/03/21-11:18:46   13.5041    0.0992  271.7044   95.4376     6917.8819     6917.2759     6918.4879 -48.626312  21.621971  -0.000038  -0.000079
1 52337U 22045G   26080.50817162  .00001097  00000-0  86996-4 0  9998 | 2 52337  53.2165 156.0687 0001000  82.0934 278.0172 15.08843514217426 | 2026/03/21-12:11:46   25.7983    0.0993  278.0059   95.4373     6917.8696     6917.1779     6918.5614 -48.641610  21.586793  -0.000053  -0.000085
1 52338U 22045H   25078.19142481  .08475675  11995-4  19122-2 0  9994 | 2 52338  53.1874 288.9729 0010815 246.5343 219.5043 16.29240604163040 | 2025/03/19-04:35:39   31.5656  105.9598  219.4255   88.3847     6572.7184     6565.6100     6579.8268  17.292335 -50.297859  -0.001078   0.000085
1 52339U 22045J   26080.58172439  .00001654  00000-0  12197-3 0  9999 | 2 52339  53.2165 155.3785 0001264  89.4006 270.7131 15.08849878217447 | 2026/03/21-13:57:40   53.1054    0.0992  270.6986   95.4369     6917.8502     6916.9758     6918.7246 -48.378047  22.171162  -0.000054  -0.000114
1 52340U 22045K   26080.44652803  .00001153  00000-0  90486-4 0  9996 | 2 52340  53.2160 146.3413 0001049  82.7675 277.3437 15.08849293217545 | 2026/03/21-10:43:00   14.1976    0.0993  277.3318   95.4370     6917.8520     6917.1263     6918.5777 -44.294542  29.494680  -0.000069  -0.000079
1 52341U 22045L   26080.48241207  .00001499  00000-0  11222-3 0  9996 | 2 52341  53.2164 156.1329 0000797  85.6498 274.4585 15.08837695217421 | 2026/03/21-11:34:40   17.3963    0.0992  274.4494   95.4377     6917.8874     6917.3361     6918.4388 -48.665676  21.532236  -0.000038  -0.000070
1 52342U 22045M   26080.58270061  .00001561  00000-0  11613-3 0  9992 | 2 52342  53.2160 145.8466 0001193  86.5251 273.5878 15.08852543217573 | 2026/03/21-13:59:05   62.9942    0.0993  273.5742   95.4368     6917.8421     6917.0168     6918.6673 -44.038233  29.876022  -0.000073  -0.000094
1 52343U 22045N   26080.58544637  .00002530  00000-0  17690-3 0  9994 | 2 52343  53.2175 155.7211 0001139  88.3097 271.8026 15.08854139217441 | 2026/03/21-14:03:02   54.1132    0.0993  271.7896   95.4367     6917.8372     6917.0492     6918.6251 -48.510665  21.881902  -0.000050  -0.000102
1 52344U 22045P   26080.57165395  .00001447  00000-0  10895-3 0  9990 | 2 52344  53.2163 145.8482 0001284  82.6609 277.4529 15.08851532217574 | 2026/03/21-13:43:10   58.9907    0.0992  277.4383   95.4368     6917.8451     6916.9569     6918.7334 -44.039316  29.874960  -0.000085  -0.000096
1 52345U 22045Q   26080.46593155 -.00001032  00000-0 -46773-4 0  9995 | 2 52345  53.2178 146.4196 0000983  90.8860 269.2245 15.08827575217546 | 2026/03/21-11:10:56   21.1415    0.0992  269.2132   95.4383     6917.9184     6917.2383     6918.5984 -44.336308  29.435116  -0.000053  -0.000083
1 52346U 22045R   26080.43278207 -.00000419  00000-0 -82586-5 0  9992 | 2 52346  53.2186 146.4162 0001364  86.4201 273.6947 15.08836931217558 | 2026/03/21-10:23:12    9.1420    0.0992  273.6791   95.4377     6917.8898     6916.9462     6918.8334 -44.335228  29.438189  -0.000082  -0.000109
1 52347U 22045S   26080.44381412  .00001231  00000-0  95382-4 0  9995 | 2 52347  53.2175 146.3639 0001087  94.7233 265.3884 15.08847357217556 | 2026/03/21-10:39:05   13.1899    0.0993  265.3760   95.4371     6917.8579     6917.1059     6918.6099 -44.307422  29.478037  -0.000053  -0.000095
1 52348U 22045T   26080.55694898  .00002259  00000-0  15994-3 0  9994 | 2 52348  53.2173 145.8491 0001138  85.8315 274.2807 15.08846970217570 | 2026/03/21-13:22:00   53.6708    0.0992  274.2677   95.4371     6917.8591     6917.0718     6918.6463 -44.040613  29.874830  -0.000071  -0.000089
1 52349U 22045U   26080.43549691  .00001365  00000-0  10380-3 0  9993 | 2 52349  53.2157 146.3924 0001032  82.7203 277.3906 15.08842768217558 | 2026/03/21-10:27:06   10.1500    0.0992  277.3789   95.4374     6917.8719     6917.1580     6918.5859 -44.320580  29.454998  -0.000068  -0.000078
1 52350U 22045V   26080.55324900  .00001547  00000-0  11522-3 0  9993 | 2 52350  53.2167 145.8653 0001478  85.5146 274.6015 15.08848816217578 | 2026/03/21-13:16:40   52.3100    0.0992  274.5846   95.4370     6917.8534     6916.8310     6918.8759 -44.048561  29.862040  -0.000092  -0.000115
1 52351U 22045W   22360.32196648  .38497212  12357-4  26167-2 0  9993 | 2 52351  53.2012  12.9899 0001299 113.8331 346.1899 16.40598148 39749 | 2022/12/26-07:43:37  278.4962  100.0194  346.1863   87.7729     6542.3488     6541.4990     6543.1987  51.839766  11.958528  -0.000078   0.000104
1 52352U 22045X   26080.47597026  .00000918  00000-0  75727-4 0  9996 | 2 52352  53.2163 146.2108 0001029  82.1144 277.9965 15.08847390217564 | 2026/03/21-11:25:23   24.9822    0.0992  277.9848   95.4371     6917.8578     6917.1460     6918.5696 -44.227498  29.595658  -0.000068  -0.000077
1 52353U 22045Y   26080.54957375  .00000781  00000-0  67132-4 0  9991 | 2 52353  53.2171 145.8813 0001032  82.1966 277.9143 15.08845692217570 | 2026/03/21-13:11:23   50.9712    0.0992  277.9026   95.4372     6917.8630     6917.1491     6918.5769 -44.057230  29.849962  -0.000069  -0.000077
1 52354U 22045Z   25215.99458198  .05897597  12230-4  63040-3 0  9998 | 2 52354  53.2076  64.4506 0011429 262.2822 253.6438 16.36491864183360 | 2025/08/03-23:52:11  270.9651  155.8004  253.5182   87.9931     6553.2883     6545.7985     6560.7781  22.947860  48.004629   0.000956  -0.000627
1 52355U 22045AA  26080.61215194  .00002089  00000-0  14933-3 0  9990 | 2 52355  53.2162 145.6004 0001169  86.7382 273.3743 15.08835176217588 | 2026/03/21-14:41:29   73.8988    0.0991  273.3609   95.4379     6917.8951     6917.0864     6918.7038 -43.909615  30.065091  -0.000071  -0.000093
1 52356U 22045AB  26080.46861379 -.00002218  00000-0 -12125-3 0  9993 | 2 52356  53.2165 146.2728 0001056  86.5347 273.5765 15.08849802217561 | 2026/03/21-11:14:48   22.2596    0.0991  273.5644   95.4369     6917.8504     6917.1199     6918.5810 -44.259664  29.547893  -0.000064  -0.000084
1 52357U 22045AC  26080.60477272  .00002747  00000-0  19055-3 0  9999 | 2 52357  53.2156 145.6330 0001249  83.7429 276.3706 15.08849614217587 | 2026/03/21-14:30:52   71.1965    0.0993  276.3564   95.4369     6917.8510     6916.9870     6918.7150 -43.926219  30.039763  -0.000081  -0.000095
1 52358U 22045AD  26080.58637576  .00004257  00000-0  28527-3 0  9994 | 2 52358  53.2160 145.7153 0001327  91.0961 269.0183 15.08855072217580 | 2026/03/21-14:04:22   64.4520    0.0992  269.0031   95.4366     6917.8343     6916.9163     6918.7523 -43.969653  29.976862  -0.000073  -0.000111
1 52359U 22045AE  26080.60205088  .00002583  00000-0  18028-3 0  9992 | 2 52359  53.2169 145.6561 0001247  86.6634 273.4501 15.08847464217589 | 2026/03/21-14:26:57   70.1889    0.0992  273.4358   95.4371     6917.8576     6916.9949     6918.7202 -43.939400  30.022785  -0.000076  -0.000099
1 52360U 22045AF  25219.30064193  .02462109  12034-4  59750-3 0  9991 | 2 52360  53.2036  29.3603 0007548 281.2837  78.7359 16.28572378184130 | 2025/08/07-07:12:55  215.7054    0.1044   78.8207   88.4210     6574.5162     6569.5537     6579.4786  46.369797  26.085724   0.000492  -0.000573
1 52361U 22045AG  26080.39501206  .00000869  00000-0  72649-4 0  9997 | 2 52361  53.2169 146.5741 0001120  92.7605 267.3516 15.08848423217559 | 2026/03/21-09:28:49  355.3165    0.0993  267.3388   95.4370     6917.8546     6917.0798     6918.6294 -44.414768  29.314959  -0.000057  -0.000096
1 52362U 22045AH  26080.44376734 -.00001086  00000-0 -50110-4 0  9993 | 2 52362  53.2160 136.3543 0001286  85.0196 275.0942 15.08854821217694 | 2026/03/21-10:39:01   23.1807    0.0991  275.0795   95.4366     6917.8351     6916.9455     6918.7247 -38.508246  36.729520  -0.000097  -0.000085
1 52363U 22045AJ  26080.59005504  .00005305  00000-0  35103-3 0  9994 | 2 52363  53.2169 145.6993 0001373  89.1197 270.9952 15.08854301217585 | 2026/03/21-14:09:40   65.7998    0.0992  270.9795   95.4367     6917.8367     6916.8869     6918.7865 -43.962024  29.989646  -0.000079  -0.000112
1 52364U 22045AK  26080.42905430  .00000227  00000-0  32327-4 0  9998 | 2 52364  53.2162 136.3342 0001099  88.5949 271.5169 15.08836394217698 | 2026/03/21-10:17:50   17.8779    0.0992  271.5043   95.4378     6917.8914     6917.1311     6918.6517 -38.495503  36.743165  -0.000078  -0.000078
1 52365U 22045AL  26080.51737839  .00000995  00000-0  80587-4 0  9998 | 2 52365  53.2167 136.0255 0001427  88.8671 271.2484 15.08840399217703 | 2026/03/21-12:25:01   49.1672    0.0992  271.2321   95.4375     6917.8792     6916.8920     6918.8664 -38.297339  36.950385  -0.000101  -0.000101
1 52366U 22045AM  26080.43273466  .00000245  00000-0  33497-4 0  9997 | 2 52366  53.2173 136.4052 0001329  84.6010 275.5134 15.08841832217692 | 2026/03/21-10:23:08   19.1366    0.0992  275.4982   95.4374     6917.8748     6916.9554     6918.7942 -38.541802  36.696192  -0.000100  -0.000087
1 52367U 22045AN  26080.44010172 -.00000046  00000-0  15220-4 0  9996 | 2 52367  53.2171 136.3720 0001209  90.2150 269.8980 15.08837490217697 | 2026/03/21-10:33:44   21.8357    0.0991  269.8841   95.4377     6917.8881     6917.0517     6918.7244 -38.520387  36.718381  -0.000083  -0.000088
1 52368U 22045AP  26080.42169610  .00000282  00000-0  35771-4 0  9991 | 2 52368  53.2165 136.4553 0001162  87.4604 272.6521 15.08847893217686 | 2026/03/21-10:07:14   15.0916    0.0992  272.6388   95.4371     6917.8563     6917.0524     6918.6601 -38.573295  36.661926  -0.000084  -0.000081
1 52369U 22045AQ  26080.56889119  .00000412  00000-0  43957-4 0  9990 | 2 52369  53.2168 135.7928 0001122  90.8525 269.2596 15.08846723217713 | 2026/03/21-13:39:12   68.0507    0.0992  269.2467   95.4371     6917.8598     6917.0837     6918.6360 -38.147026  37.105690  -0.000077  -0.000082
1 52370U 22045AR  26080.56248539  .00001698  00000-0  12468-3 0  9996 | 2 52370  53.2165 135.8331 0001260  89.1775 270.9361 15.08849846217710 | 2026/03/21-13:29:58   65.6880    0.0992  270.9217   95.4369     6917.8503     6916.9786     6918.7219 -38.172900  37.078640  -0.000089  -0.000089
1 52371U 22045AS  26080.55881154  .00000973  00000-0  79240-4 0  9999 | 2 52371  53.2181 135.8452 0001402 107.4259 252.6886 15.08835905217701 | 2026/03/21-13:24:41   64.3469    0.0992  252.6733   95.4378     6917.8929     6916.9230     6918.8628 -38.181878  37.071692  -0.000063  -0.000125
1 52372U 22045AT  26080.41801606  .00000524  00000-0  51007-4 0  9992 | 2 52372  53.2166 136.4707 0001192  88.7261 271.3868 15.08841033217689 | 2026/03/21-10:01:56   13.7436    0.0992  271.3731   95.4375     6917.8772     6917.0526     6918.7018 -38.583220  36.651626  -0.000084  -0.000085
1 52373U 22045AU  26080.53945625  .00003100  00000-0  21273-3 0  9990 | 2 52373  53.2152 135.9268 0000953  78.8492 281.2607 15.08850790217716 | 2026/03/21-12:56:49   57.2651    0.0992  281.2500   95.4369     6917.8474     6917.1881     6918.5067 -38.232553  37.015259  -0.000078  -0.000054
1 52374U 22045AV  26080.54313424  .00000236  00000-0  32903-4 0  9998 | 2 52374  53.2162 135.9098 0001314  88.8060 271.3083 15.08833213217712 | 2026/03/21-13:02:06   58.6057    0.0992  271.2932   95.4380     6917.9011     6916.9921     6918.8101 -38.222286  37.027297  -0.000093  -0.000092
1 52375U 22045AW  26080.41433481  .00000614  00000-0  56646-4 0  9991 | 2 52375  53.2172 136.4891 0001034  74.6024 285.5083 15.08845735217699 | 2026/03/21-09:56:38   12.3951    0.0993  285.4969   95.4372     6917.8629     6917.1476     6918.5782 -38.595423  36.639646  -0.000089  -0.000053
1 52376U 22045AX  26076.24938880  .13918737  12588-4  18195-3 0  9993 | 2 52376  53.1996 131.7164 0002261 237.9134 122.1699 16.49343596217393 | 2026/03/17-05:59:07  313.5483    0.1052  122.1918   87.3075     6519.2017     6517.7277     6520.6757 -35.401357  39.710721   0.000223   0.000038
1 52377U 22045AY  26080.42539599  .00000926  00000-0  76211-4 0  9997 | 2 52377  53.2176 136.6592 0001109  94.5855 265.5264 15.08846896217688 | 2026/03/21-10:12:34   16.2290    0.0992  265.5137   95.4371     6917.8593     6917.0921     6918.6265 -38.704320  36.525177  -0.000069  -0.000086
1 52378U 22045AZ  26080.59463200  .00003164  00000-0  21665-3 0  9990 | 2 52378  53.2161 135.6787 0001159  77.5899 282.5223 15.08863856217726 | 2026/03/21-14:16:16   77.4821    0.0992  282.5093   95.4360     6917.8075     6917.0057     6918.6092 -38.072556  37.181094  -0.000097  -0.000064
1 52379U 22045BA  26080.53209634  .00000595  00000-0  55457-4 0  9996 | 2 52379  53.2168 135.9609 0001243  67.9449 292.1675 15.08842309217715 | 2026/03/21-12:46:13   54.5640    0.0992  292.1543   95.4374     6917.8733     6917.0134     6918.7332 -38.255726  36.993611  -0.000114  -0.000050
1 52380U 22045BB  26080.44470139  .00000698  00000-0  61934-4 0  9999 | 2 52380  53.2175 126.3819 0001301  79.8250 280.2889 15.08841401217839 | 2026/03/21-10:40:22   33.4923    0.0992  280.2742   95.4375     6917.8761     6916.9761     6918.7761 -31.566736  42.844410  -0.000117  -0.000057
1 52381U 22045BC  24364.38160297  .16350163  12484-4  29469-3 0  9998 | 2 52381  53.2029 320.5224 0004265 190.1713 311.9714 16.47468459150511 | 2024/12/29-09:09:30  313.8976  142.1064  311.9351   87.4068     6524.1475     6521.3649     6526.9300  41.065893 -33.825154  -0.000372   0.000209
1 52382U 22045BD  26080.51696740  .00010535  00000-0  66998-3 0  9992 | 2 52382  53.2149 135.9949 0001804  57.9804 302.1363 15.09332214217718 | 2026/03/21-12:24:25   49.0458    0.0992  302.1188   95.4064     6916.3763     6915.1286     6917.6240 -38.276305  36.969583  -0.000175  -0.000044
1 52383U 22045BE  26080.54406123 -.00002253  00000-0 -12353-3 0  9996 | 2 52383  53.2169 125.9336 0001245 109.7969 250.3157 15.08837924217854 | 2026/03/21-13:03:26   68.9188    0.0992  250.3023   95.4377     6917.8867     6917.0255     6918.7480 -31.230193  43.089598  -0.000070  -0.000103
1 52384U 22045BF  22159.47644112  .01268277  11795-4  67591-3 0  9994 | 2 52384  53.2032 233.6801 0013976   0.4407 359.6643 16.19032742  6336 | 2022/06/08-11:26:04   15.5259    0.1041  359.6634   88.9420     6600.3164     6591.0918     6609.5410 -31.511886 -42.867021  -0.000819  -0.001132
1 52385U 22045BG  22163.59635919  .06423161  12399-4  53266-3 0  9993 | 2 52385  53.1950 211.6794 0006050 344.7965  15.2900 16.38886771  7006 | 2022/06/12-14:18:45   83.9093    0.1048   15.3083   87.8645     6546.9025     6542.9416     6550.8634 -45.268944 -27.936190  -0.000580  -0.000172
1 52386U 22045BH  22160.38561322  .08596953  12553-4  30789-3 0  9993 | 2 52386  53.1889 227.9008 0006525 329.7843  30.2830 16.43957066  6494 | 2022/06/09-09:15:16  349.4495    0.1050   30.3207   87.5935     6533.4343     6529.1712     6537.6974 -35.658703 -39.465377  -0.000622  -0.000198
1 52387U 22045BJ  22157.62600104  .09539019  12580-4  22896-3 0  9990 | 2 52387  53.1813 241.9828 0007293 305.9934  54.0440 16.45721071  6047 | 2022/06/06-15:01:26   58.4704    0.1051   54.1117   87.4996     6528.7648     6524.0033     6533.5262 -24.981203 -46.948804  -0.000722  -0.000101
1 52388U 22046A   25351.33189404  .15792227  26069-5  19763-3 0  9990 | 2 52388  97.4705 101.3090 0009577 284.5860  75.4382 16.49342940202369 | 2025/12/17-07:57:55  285.1692    0.1305   75.5445   87.3075     6519.2034     6512.9600     6525.4468 -19.113982  95.578000   0.000862   0.000418
1 52389U 22046B   26080.33452118  .00281772  00000-0  14439-2 0  9994 | 2 52389  97.4903 196.2444 0002763 247.3501 112.7475 15.80520488216705 | 2026/03/21-08:01:42  283.7622    0.1268  112.7767   91.1092     6707.1047     6705.2516     6708.9579 -93.598214 -27.271467   0.000031   0.000275
1 52390U 22046C   26080.56430262  .00316554  00000-0  13338-2 0  9991 | 2 52390  97.4795 195.9624 0004203 232.2643 127.8246 15.84648190216802 | 2026/03/21-13:32:35    6.2411    0.1269  127.8626   90.8719     6695.4525     6692.6384     6698.2666 -93.720922 -26.807494   0.000156   0.000390
